substrate_name,substrate_smiles,rank,model_score,predicted_product,Bm_match_id,Bm_mapped_product,Cm_match_id,Cm_mapped_product,Dm_match_id,Dm_mapped_product,Em_match_id,Em_mapped_product,B_match,C_match,D_match,E_match,mapped_product_for_panel
ethyl acetate,CCOC(=O)C,17,-0.6812862157821655,CCOC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,18,-0.6837964057922363,CCOC(C)=O.CO.O=C(O)C.O=C(O)c1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,19,-0.6906294822692871,CCOC(C)=O.CCOC(=O)C1=C(C)NC(=O)CC1=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,20,-0.6965827941894531,CCOC(=O)CC(C1CC1)C(=O)OCC,EVODEX.2-Bm156,[H]C([H])([H])C([H])([H])OC(=O)C([H])(C1([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C([H])([H])C([H])([H])OC(=O)C([H])(C1([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,21,-0.7024874687194824,CCOC(=O)CC(C1CCCCC1)C(=O)OCC,EVODEX.2-Bm156,[H]C([H])([H])C([H])([H])OC(=O)C([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C([H])([H])C([H])([H])OC(=O)C([H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,22,-0.7048792243003845,CCOC(C)=O.CCOC(=O)C1=C(C)C(=O)CC1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,23,-0.705990731716156,CCOC(C)=O.CCOC(=O)C1=C(C)CCCC1=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,24,-0.7077434062957764,CCOC(C)=O.CCOC(=O)C1=C(C)C(=O)CC1=O.O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,25,-0.715469241142273,CCOC(=O)C.CO.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,26,-0.7162532806396484,CCOC(=O)CC(C1=CCCCC1)C(=O)OCC,EVODEX.2-Bm156,[H]C1=C(C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C1=C(C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
ethyl acetate,CCOC(=O)C,27,-0.7164212465286255,CCOC(=O)C.CO.O=C(O)CC.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,28,-0.7169376611709595,CCOC(=O)C.CCO[C@@H](C)=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
ethyl acetate,CCOC(=O)C,29,-0.7184061408042908,CCOC(C)=O.CCOC(=O)C.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,30,-0.7251392602920532,CCOC(=O)CC(C1=CCCC1)C(=O)OCC,EVODEX.2-Bm156,[H]C1=C(C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C1=C(C([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
ethyl acetate,CCOC(=O)C,31,-0.7253877520561218,CCOC(=O)CC(S)C(=O)OCC,EVODEX.2-Bm156,[H]SC([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]SC([H])(C(=O)OC([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,32,-0.7362945675849915,CCOC(=O)CC(-c1ccccc1)(c1ccccc1)c1ccccc1,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,33,-0.7372494339942932,CCOC(=O)CC(-c1ccccc1)C(=O)OCC,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,34,-0.7386736273765564,CO.CCOC(=O)C.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,35,-0.740528404712677,CCOC(=O)CC(O)CO,EVODEX.2-Bm156,[H]OC([H])([H])C([H])(O[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]OC([H])([H])C([H])(O[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,36,-0.7438247203826904,CCOC(C)=O.CCOC(=O)C.O=C(O)C.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,37,-0.7479480504989624,CCOC(C)=O.CCOC(=O)CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,38,-0.7528172731399536,CCOC(C)=O.CCOC(=O)C1(C(=O)OCC)CC1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,39,-0.75688636302948,CCOC(C)=O.CO.C=CC(=O)O.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,40,-0.7656680941581726,CCOC(C)=O.CCOC(=O)C.O=C(O)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,41,-0.7772125005722046,CCOC(=O)C.CO.O=C(O)C.O=C(O)c1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,42,-0.7808903455734253,CCOC(C)=O.CO.C=CC(=O)OC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,43,-0.7855964303016663,CCOC(C)=O.CO.O=C(O)C.O=C(O)C(=O)O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,44,-0.7897270917892456,CCOC(=O)CC(O)=O,EVODEX.2-Bm156,[H]OC(=O)[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,EVODEX.2-B771,no_match,no_match,no_match,[H]OC(=O)[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,45,-0.7904419898986816,CCOC(C)=O.CCOC(=O)C1=C(C)OCCC1=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,46,-0.7963878512382507,CCOC(C)=O.CO.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,47,-0.7976536750793457,CCOC(C)=O.CCOC(=O)C.O=C(O)CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,48,-0.7990752458572388,CCOC(C)=O.CO.CCOC(C)=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,49,-0.8003577589988708,CCOC(=O)C.CO.O=C(O)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,50,-0.8040887117385864,CCOC(=O)CC(O)C1CC1,EVODEX.2-Bm156,[H]OC([H])(C1([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]OC([H])(C1([H])C([H])([H])C1([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
propene,CC=C,1,-0.00570124015212059,C=CC.C=Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propene,CC=C,2,-0.32231494784355164,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC[C@H]2C[C@@H]1CC[C@H,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,3,-0.3227696716785431,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1CC=C[C@H]1CCCCC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,4,-0.3235642611980438,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,5,-0.32502299547195435,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]2O[C@H]12,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,6,-0.3251805901527405,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1CC=C[C@H]1C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,7,-0.32622450590133667,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]1CC[C@@H]2C[C@H]1CC[C@H]2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,8,-0.32672441005706787,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)[C@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]2C[C@@,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,9,-0.3267788290977478,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)[C@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,10,-0.32735905051231384,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2CC=C[C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,11,-0.3287930190563202,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1C/C=C\CCCC(C)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,12,-0.329180508852005,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]2C[C@@H]1CC[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,13,-0.33133554458618164,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC[C@H]1CC[C@@H]2C[C@H]1CC[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,14,-0.3319087326526642,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)[C@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,15,-0.3319762945175171,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]2C[C@@H]1CC[C@,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,16,-0.33255940675735474,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@H]2C[C@@H]1CC[C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,17,-0.33376970887184143,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1CC=C[C@H]1CCCC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,18,-0.33396846055984497,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)[C@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]2C[C@@H]1CC[C@H]2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,19,-0.33490821719169617,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC=C[C@H]1CC[C@H]2C[C@@H]1CC[C@H]2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,20,-0.3352331817150116,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1CC=C[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,21,-0.3358299136161804,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2C)CC1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,22,-0.3361179828643799,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2C/C=C\,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,23,-0.33691298961639404,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@H]1CC=C[C@@H]1C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,24,-0.33731475472450256,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,25,-0.3383346199989319,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C2CC[C@H](C)[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,26,-0.3386709988117218,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2C.C=CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,27,-0.33895012736320496,C.CCC.C=CC[C@@H](C)[C@H](C)C=CC.C=Cc1ccccc1.c1ccc(COC[C@@H]2C[C@H]2[C@H]3CC[C@H](C3)[C@H]2CC=CC(=O)O2)cc,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,28,-0.3398737609386444,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,29,-0.3410000205039978,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)[C@H](C)CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CCCC(C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,30,-0.3418508768081665,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2CCCCC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,31,-0.3430929183959961,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=CC2=C[C@@H](C)CC[C@,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,32,-0.34324613213539124,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC[C@H]2C[C@@H]1CC[C@H]2C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,33,-0.34351757168769836,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC[C@H]1CC[C@H]2C[C@@H]1CC[C@H]2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,34,-0.3437393307685852,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=CC2=C1CC[C@H]2C/C=C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,35,-0.3442815840244293,C.CCC.C=CC[C@@H](C)[C@H](C)C=CC.C=Cc1ccccc1.c1ccc(COC[C@@H]2C[C@H]2[C@H]3CC[C@H](C3)[C@H]2CC=CO2)cc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propene,CC=C,36,-0.3443881571292877,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@@H]1CC=C[C@H]2CCCC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,37,-0.34453052282333374,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=C[C@H]1CC=C[C@@H]2O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,38,-0.3448287844657898,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC=C[C@H]1CC[C@H]2[C@@H]3CCC[C@@H]3C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,39,-0.3449147343635559,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC[C@H](C)CC[C@@H]1CC[C@H]2C[C@@H],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,40,-0.3456272482872009,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC=CC2=CC(=O)CC[C@H]21,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,41,-0.345864474773407,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC[C@@H]2C[C@H]1CC[C@H,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,42,-0.3458903431892395,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,43,-0.3460521399974823,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CC[C@H]2[C@@H]3CCC[C@@H],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,44,-0.34606024622917175,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC[C@H]2C[C@@H]1CC[C@H]2CC=C[C@H]1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,45,-0.3461202383041382,C.CCC.C=CC[C@@H](C)[C@H](C)C=CC.C=Cc1ccccc1.c1ccc(COC[C@@H]2C[C@H]2[C@H]3CC[C@H](C3)[C@H]2CC=C)cc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,46,-0.34665802121162415,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)C[C@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2CC=C[C@H,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,47,-0.34685394167900085,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]1CCCC2(C)CC[C@@H]1CC[C@H]2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propene,CC=C,48,-0.34689244627952576,C@@H]1CO[C@H](C)CC[C@@H]1CC#CC[C@@H](C)CC[C@@H]1CC[C@H](C)CC[C@@H]1CC=C[C@H]2C[C@@H]1CC[C@H]2C3.C=C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
